"id_comentario"	"comment"	"clase_comentario"
"comment_id_298636"	"Lo malo. La carne del estofado vino fria, no nos quisieron dar cafe... se noto que no querian.. dijieron \"no hay mas\"..."	"Excelente"
"comment_id_298638"	"Positivo: La ambientación."	"Buena"
"comment_id_298638"	"Negativo: La atención es un desastre, tardan para todo, hasta para traerte un salero, los mozos te pasan por al lado como si no estuvieras. Nos sirvieron uno de sus mejores vinos en copas de champagne y el descorche fue patético. La picada que viene para la fondue de cosas no estaba fresca y de poca variedad. El queso en la fondue bastante escaso. No volvería."	"Buena"
"comment_id_298658"	"Excelente la comida y muy buena la atención. Recomendable!"	"Excelente"
"comment_id_298660"	"Muy linda casa colonial en pleno centro, la terraza muy linda, atencion excelente y buena comida, medio caro"	"Excelente"
"comment_id_298674"	"Si bien esta bien ubicado, y con buena presentacion, lo considero muy caro, algunos detalles como los cuchillos camperos no justifican la diferencia de precio con otras parrillas de la zona donde las porciones son mayores y la calidad similar."	"Buena"
"comment_id_298688"	"Entramos por el cartel que dice \"Alé Alé PARRILLA\". De parrilla, sólo unas opciones. El menú es realmente carísimo para la zona (platos de 80 pesos para arriba, salvo pasta que ronda los 60) y lo que ofrece. Pedimos pasta al tomate: literalmente pedacitos de masa que eran supuestos ñoquis con puré de tomate tal cual sale de la caja. El salad bar está bien, está incluído en el servicio de mesa de $20. Manteles de papel. El lugar es lindo pero no lo vale. La atención del mozo fue buena. "	"Muy buena"
"comment_id_298694"	"Excelente sushi, uno de los mejores que he probado. El sashimi, se deshace en la boca de tan fresco que es."	"Excelente"
"comment_id_298694"	"Todas las piezas estuvieron bien armadas, con una excelente combinación de sabores y texturas. La calidad de los ingredientes es muy superior a la media."	"Excelente"
"comment_id_298694"	"La atención fue tambien esmerada y eficiente y el lugar es correcto."	"Excelente"
"comment_id_298694"	"La cuenta fue acorde a lo que consumimos y en precio para la calidad de lo que se consumio."	"Excelente"
"comment_id_298694"	"La unica contra es la carta de vinos que es bastante mala y sin opciones."	"Excelente"
"comment_id_29872"	"Con respecto a la comida: viene rápido, está pasable, es muy abundante (siempre para compartir) y hay un salad bar free que es decente. "	"Buena"
"comment_id_29872"	"La posta es pedir para compartir, sino termina saliendo caro."	"Buena"
"comment_id_29872"	"Con respecto a la atención, primero nos toco un gerente que quería meter siete personas en una mesa para cuatro acercando sillas y se negaba a pegar dos mesas juntas hasta que al final aceptó ponernos en una mesa para seis. Despues nos tocó un mozo aceptable, aunque desbordado por la cantidad de mesas. "	"Buena"
"comment_id_29872"	"Debo destacar como positivo que mi vieja cumplía años y nos trajeron una mini torta y nos dieron una copa a c/u para brindar."	"Buena"
"comment_id_29872"	"Con respecto al lugar, es un ruido total. Chicos corriendo por las mesas y gritando. Lo bueno es que tienen guardería con una filmadora donde se puede ver a los chicos por circuito cerrado. Lo malo es que si tu hijo no esta justo abajo de la camara no lo ves ni de casualidad. Además no aceptan chicos menores a tres años porque dicen \"no puedo estar todo el tiempo con tu hija\"."	"Buena"
"comment_id_29874"	"Excelente ambiente, de los mejores, la atención es de primer nivel y la comida es buena. muy adecuado para una cena tranquila."	"Muy buena"
"comment_id_298766"	"Carísiiiimo! Un plato de fuccilli con 2 mini pedacitos de carne de estofado $80 $12 por persona el servicio de mesa (la panera solo tenia pan comun y 2 pancitos negros basicos). Le estaba dando otra oportunidad porque ya me habia parecido caro la ultima vez que fui, pero no vuelvo mas."	"Buena"
"comment_id_298786"	"Evaluación compleja. Carnes de primera calidad. Por eso, tratándose de una parrilla, mi voto positivo. Comer un Baby Beef bleu es un placer; también un riesgo y, como verán, sobreviví sin sufrirlo. Pero, esta noche de domingo a salón lleno, se notaron serios problemas de despacho: los pedidos, cuando llegaban a la mesa, lo hacían a destiempo. Así me quedé sin probar las achuras o la guarnición. Otro error involuntario, habían ocupado la plaza reservada. Afortunadamente, Mariano dio las excusas del caso y compensó los defectos con sobrada cortesía. Salón y relación de precios, correctos."	"Buena"
"comment_id_298814"	"Es un lugar familiar muy bien ubicado. Fuimos dos personas y, desprevenidas, pedimos la pizza \"Croxi\" grande. Es enorme, podrían comer cuatro personas, y es rica. La moza muy simpática. Pizza + bebida sin alcohol = un poco menos de $120."	"Muy buena"
"comment_id_298848"	"Pedimos delivery, muy rapido y muy buena la calidad de la comida. Bife de chorizo mb, merluza fresca. Las empanadas son muy buenas."	"Excelente"
"comment_id_298876"	"Encomiable lo de esta gente. Una muestra de lo que significa defender algo tan básico como el lugar de trabajo. Un ejemplo de dignidad de quienes no se resignan. Dicho esto, una maravilla los ñoquis con salsa gulash y el antipasto libre es fresquísimo y muy variado. Felicitaciones a quienes están llevando esto adelante."	"Buena"
"comment_id_298878"	"La carta con pocas opciones. Los platos pequeños son muyyy pequeños.La comida es muy rica pero no alcanzo. No quede contenta con el lugar."	"Muy buena"
"comment_id_298894"	"Fuimos muy mal atendidos por el mozo, la carne era dura y llena de grasa (los mismos precios que puerto madero). Nos cobraron mal, es la segunda vez que nos pasa y no tuvieron la delicadeza de pedirnos disculpas. Tampoco nos agradeció la inmerecida propina."	"Malo"
"comment_id_29893"	"La comida es buena en general, mucha variedad de entradas y ensaladas. Lo único malo es que no pueden hacer reservas y, generalmnete, se completa. Por lo tanto, hay que ir temprano. El precio no es nada caro por lo que ofrecen. "	"Muy buena"
"comment_id_299008"	"gran opción para el barrio, con muy buena relación precio/ calidad. me encantó la degustación sorpresa con productos de Italia y de mercado, gracias, Leo! lo recomiendo"	"Excelente"
"comment_id_299016"	"Aunque la comida es buena-nada de otro mundo- es extremadamente cara. Las porciones, chicas. Los precios, muy elevados. Para colmo el mozo se nos acercó al final para pedirnos la propina de una manera poco prrofesional. Hay que destacar la vista al rio. Sabado noche y estaba vacío. Por algo será. No volvería. Para comer mariscos y pescado hay lugares mejores y más economicos."	"Buena"
"comment_id_29902"	"La comida fue excelente y hay variedad para todos los gustos. En cuanto a los mozos, a veces no dan abasto y se retrasan los pedidos."	"Excelente"
"comment_id_299098"	"Fui por primera vez con amigos y realmente me gustó mucho. El ambiente es súper  agradable y la atención de primera. Ahora lo que importa, la comida, muy pero muy bien elaborada; rico el antipasto mediterráneo y muy abundante. Yo pedí taglietelle con salsa de salchichas y polpettine de lo mejor. Lo recomiendo 100%.Volveré seguro."	"Muy buena"
"comment_id_299118"	"La comida es muy rica, pero hay mucha demora en servirla. "	"Muy buena"
"comment_id_299120"	"El restaurante es pequeño, pero la comida MARAVILLOSA!!, las mejores pastas que comí en años. Como se demoraron nos convidaron con un plato de berenjenas en escaveche. La atención es buena y la chocotorta memorable. Precios normales. MUY RECOMENDABLE."	"Muy buena"
"comment_id_299218"	"me encanta este restó palermitano, bien canchero y relajado que invita a un brunch que se extienda hasta la hora del té. El horno es el alma del local, que se inunda del aroma a cosas ricas como los panes, medialunas y magdalenas que son de elaboración casera. Desde las pizarras de la pared, ofrecen diversas opciones para que uno se arme el rompecabezas como más le guste, y los principales como el bagel de salmón, los tostados de brioche, o el croque madame vienen con un vaso de vino o una jarra de limonada casera con menta, buenísima y refrescante.  "	"Muy buena"
"comment_id_299222"	"Para los que les gusta la pasta alternativa."	"Muy buena"
"comment_id_299222"	"Muy bueno"	"Muy buena"
"comment_id_299224"	"Excelente! No solo es para ir a comer sushi, todos los platos son buenísimos. Esta vez pedimos Sukiyaki, riquísimo!!"	"Excelente"
"comment_id_299224"	"Es un lugar muy tranquilo y con atención muy amable."	"Excelente"
"comment_id_299224"	"Lo recomiendo!"	"Excelente"
"comment_id_299254"	"Fuimos el 1 de Mayo a las 16 hs, todo muuuy lento, la moza por mas buena voluntad que le ponia no da abasto. Pedimos milanesa de la casa, bastante sencilla, muzza, jamon invisible y rodajas de tomate, estaba rica y crocante como nos gusta. Las papas fritas realmente muy malas, sin gusto y parece que les faltaba coccion. Esto mas 2 aguas(sin postre) $165, Sin Club Nacion no vale la pena, y con Club hay otras alternativas mejores...."	"Buena"
"comment_id_299256"	"Excelente. Excelente sushi. El lugar es divino. Un poco cara la carta de vinos. Pero los martes hacen 40% de descuento, abonando en efectivo. Es recomendable!!!! Productos frescos y nuevos sabores. "	"Excelente"
"comment_id_299350"	"Superó Ampliamente mis expectativas.El lugar ha sido remodelado y realmente me sorprendió mucho lo agradable que se ha convertido."	"Muy buena"
"comment_id_299350"	"La atmósfera es ideal para parejas : Luz tenue, música agradable, y suave que permite dialogar comodamente sin tener que elevar la voz,las mesas tienen una distancia prudente entre una y otra.La decoración del salón es sobria y acogedora,el Toilette bello y limpio.La atención de la camarera : Inmejorable, cordial, eficiente, respetuosa, atenta un lujo."	"Muy buena"
"comment_id_299350"	"Panera artesanal y sabrosa, los platos muy buenos,Lo mejor de Liniers.Lo recomiendo ampliamente. Vuelvo Pronto!!!"	"Muy buena"
"comment_id_299354"	"Los platos,incluído el postre,excelentes! frescos preparados en el momento y muy sabrosos.Aprovechamos la promo de vino 2x1.En el primer piso se encuentra la cocina  ( a la vista ) Un Placer!!.La  Atención Inmejorable, realmente Un lujo,maravillosa. Cenamos en la Vereda pero en el interior la decoración y ambientación merece un capítulo aparte, es muy todo muy bonito, incluídos los Toilettes.Un detalle importante: El Lugar cuenta con dispositivos con dos botones, uno para llamar a la camarera y otro para solicitar la cuenta.100% Recomendable!!!Vuelvo y Vuelvo!!"	"Muy buena"
"comment_id_29936"	"Rica la pasta."	"Malo"
"comment_id_299390"	"Debo decir que el almuerzo fue normal....nada mas que eso...lo mas rescatable fue que llegamos justo con mi sra y mi beba antes de que se llenara, asi que nos sentamos al toque. "	"Malo"
"comment_id_299390"	"La entrada de rabas bien, el \"matambre de cerdo montañes \" era pura grasa, pedimos urgente el cambio de plato (unas brochettes de lomo semicrudo de flojisima presentacion y nada del otro mundo). Entrada, gaseosa de 1.5 lt, plato ppal, servicio de mesa,propina, total: $182. Comi \"ahi\", hasta la vista Pikito......"	"Malo"
"comment_id_299416"	"Es un lugar acogedor, con mesitas y decorado cual casita de muñecas. Las mesas al exterior son muy lindas, sobre todo si el día acompaña."	"Muy buena"
"comment_id_299416"	"La carta no es muy variada pero los platos son abundantes y ricos. "	"Muy buena"
"comment_id_299422"	"No es la primera vez que voy. El sushi es excepcional. "	"Excelente"
"comment_id_299458"	"LA atención mala, en cualquiera que ande por ahí te trae la comida, desde el bachero hasta el encargado, el aceite de oliva es de cuarta siendo un restaurante italiano?? la comida es abundante pero no esta a la altura de lo que venden, la salsa super ácida y me decoraron los bordes del plato con orégano seco?? que onda?? decía albahaca!!! nunca mas..."	"Malo"
"comment_id_299492"	"Es un restaurant chico. Su decoración es un punto medio entre un lugar de barrio y algo un poco más moderno pero es correcta y acogedora."	"Muy buena"
"comment_id_299492"	"La atencíón fue buenísima! No solo en lo referido a la comida sino por la buena onda en general."	"Muy buena"
"comment_id_299492"	"Los platos estuvieron muy bien. Porciones abundantes y bien preparadas. Muy muy rico!"	"Muy buena"
"comment_id_299492"	"El tiramisú también estuvo muy bien y era gigante."	"Muy buena"
"comment_id_299492"	"Seguro que vuelvo."	"Muy buena"
"comment_id_299496"	"muy buenas pastas para disfrutar en un ambiente muy agradable, lo recomiendo"	"Muy buena"
"comment_id_299520"	"En cuanto a precios no es barato pero tampoco es de los mas caros. Yo creo que estan bien. Las porciones son EXCELENTES. Cualquier plato que pidas va a ser rico. Yo he ido con mi pareja en los ultimos dos meses unas cinco veces a almorzar y cenar. Variamos en la eleccion de platos y siempre nos fuimos muy satisfechos. El servicio es peculiar y muy agradable. Para el que busque elegancia, frialdad este no es el lugar. Es comodo y hogareño, de barrio como dijeron los demas. La verdad estoy màs que conforme y este lugar se volvio el favorito para nosotros. Espero que jamas cambie."	"Excelente"
"comment_id_299522"	"Fuimos a comer un jueves temprano. En principio nos atendieron bien. Pedimos una margherita que segùn vi en la carta de ellos, es la especialidad de la casa, porque lleva los colores de la bandera de Italia. Para nuestra sorpresa cuando llego la pizza, la parte verde de \"la Bandera\" no estaba, ya que la pizza no tenìa ni una sola hoja de ALBAHACA, condimento fundamental de la pizza margarita y que se pone una vez que la pizza saliò del horno. Y convengamos que esto es igual en Nàpoles que acà.  La fainà vino toda quemada por arriba, eso està mal acà y Nàpoles."	"Malo"
"comment_id_299598"	"Muy buena opción para el barrio, excelente las pastas y opciones de menú. Volveré."	"Excelente"
"comment_id_299602"	"impecable el servicio y la comida muy buena..."	"Excelente"
"comment_id_299666"	"Fuimos a comprar cosas dulces para llevar un sábado a la noche. Estaba hasta las manos con todas las mesas ocupadas y bastante gente comiendo en la barra y otros tantos haciendo cola. TODO lo que nos llevamos (cosas dulces) estuvo excelente.Los precios tirando a caros pero consistentes con la calidad de los productos.  "	"Excelente"
"comment_id_29970"	"Suelo ir a menudo, tienen siempre los platos elaborados al instante. Muy buen consejo por parte de los mozos, que saben de vinos y platos para compartir. "	"Excelente"
"comment_id_29970"	"También si son con sal o no. Hace un año voy una vez al mes. Recomiendo reservar antes de ir, sobre todo de jueves a domingo."	"Excelente"
"comment_id_299700"	"Fuimos 3 personas, los ravioles con salsa meditarranea y salsa de tomate secos y hongos eran abundantes, estaban sabrosos y a punto. El vino de la casa bueno y en precio. De postre pedimos café, tiramisu y crumble de manzana, muy correctos los dos."	"Muy buena"
"comment_id_299700"	"Hicimos larga sobremesa; fundamental: bien iluminado y música tranqui a bajo volumen. Mejoraría un poco el ruido ambiente cuando esta lleno."	"Muy buena"
"comment_id_299700"	"Lo recomendamos."	"Muy buena"
"comment_id_299708"	"Fui con mi novia por el cupon de descuento. El suhi no tenia mucho sabor, tardo mucho en venir. Pedimos una tabla de 60 variada para probar *la clasica, y por lo pronto el sashimi era como comer gelatina, el arroz carecia de sabor, lo demas no era gran cosa. Somos habitues de lugares de sushi."	"Malo"
"comment_id_299708"	""	"Malo"
"comment_id_299708"	"Las meseras tenian buena onda pero eran torpes. El ambiente muy lindo."	"Malo"
"comment_id_299708"	""	"Malo"
"comment_id_299708"	"La verdad que es muy barato, pero el sushi no es bueno, preferiria gastar la plata en otro resto de los muchos que tienen descuento."	"Malo"
"comment_id_299708"	""	"Malo"
"comment_id_299708"	"Fui por que vi que el rating era de 24&30 que me parecia genial, pero no esta ni cerca de eso."	"Malo"
"comment_id_299744"	"antes iba seguido y se comía muy bien, pero fui el otro día y la carne dejaba mucho que desear, la atención bastante mala,"	"Buena"
"comment_id_299760"	"Hacía mucho que no iba y con los comentarios que habían dejado aquí no me entusiasmaba mucho volver, pero el sábado fuimos en familia."	"Excelente"
"comment_id_299760"	"Todo estuvo excelente, el salad está perfecto como siempre, nos recibieron, además, con una copita de vino dulce y unas pizzas de cebolla que estaban buenísimas."	"Excelente"
"comment_id_299760"	"La comida estaba muy rica. Buenísimo el combo de comidas infantiles, con muchas opciones en el plato principal y los postres."	"Excelente"
"comment_id_299760"	"La atención, perfecta. Nos llavamos una gratísima sorpersa y un descuento del 15% para la próxima visita."	"Excelente"
"comment_id_299760"	"¡¡Los felicito por mantener el local y defender la fuente de trabajo!!"	"Excelente"
"comment_id_299848"	"reserve tipo 22.30 . Domingo a la noche, el lugar estaba desierto, pero podemos suponer que es por el dia. La iluminacíon es demasiado baja, pero desp te acostumbras. Si bien los precios son acordes y los platos son correctos, algo le falta: no \"vibra\" . con el descuento de Oleo esta bien, pero no es un lugar que uno tendria en cuenta para una proxima. La atención esta bien. El lugar esta bien puesto."	"Buena"
"comment_id_299894"	"La cocina excelente. Me hubiese gustado ver más variedad de pescados. Solo había merluza. Un sabado a la noche es muy ruidoso y despues de las 22 hs la espera (en la calle) se hace un poco larga. La atención correcta."	"Excelente"
"comment_id_299948"	"la comida muy sabrosa la atención buena per el lugar es muy ruidoso  porque las mesas están muy juntas"	"Muy buena"
"comment_id_29996"	"La comida estuvo excelente, las porciones son abundantes. Muy recomendable el \"Lomo Vittorio\".  Para destacar el amplio espacio que hay entre mesas y la atención del personal."	"Excelente"
"comment_id_300000"	"Aunque es algo caro para comer una pizza, son muy buenas sobre todo las a la parrilla."	"Buena"
"comment_id_300030"	"realmente este lugar es maravilloso...fuimos el sábado al mediodía, almorzamos en la terraza. la comida impecable, todo tan cuidado! obviamente volvere y lo voy a recomendar!!"	"Muy buena"
"comment_id_300050"	"me gusto la comida sobre todo la pizza canchera por que no la comes en tantos lugares."	"Muy buena"
"comment_id_300050"	"el ambiente no me gusto porque no me parecio lindo ni adecuado sugiero que usen aire acondicionado en vez de ventilador porque ese ventilador tira aire caliente bueno me quede sin palabras muy buena pizza buen servicio y es un lugar para ir con amigos"	"Muy buena"
"comment_id_300050"	""	"Muy buena"
"comment_id_300050"	"sigan asi||||||||||||"	"Muy buena"
"comment_id_300050"	" "	"Muy buena"
"comment_id_300052"	"Lugar  muy bien organizado y de excelente ambientación.Las mesas están bien dispuestas y se puede conversar sin bullicio de fondo.La comida fue excepcional y bien presentada, tanto la panera, plato principal y postre.Los mozos muy amables y con atención esmerada. Seguro volveremos"	"Excelente"
"comment_id_300074"	"Fui varias veces con amigas. Es muy, muy caro. Ayer pedimos un sandwich con queso brie que no traia queso brie y que cuesta $65 (además, es minúsculo). Un vaso de limonada: $38. El lugar es muy lindo, pero siempre hace frío. Hay muchos lugares por la zona también muy lindos y que vale la pena conocer (sin que te afanen!). Es puro marketing."	"Malo"
"comment_id_300084"	"Una decepción. Organizamos un \"Té de nenas\" con unas amigas y sus hijas. Aunque los llamé con antelación para acordar el menú (que no fue nada barato), fue un desastre. Nos sentaron en un rincón, en una mesa muy, muy mal puesta y nos atendieron con muy mala gana y no cumplieron lo acordado en cuanto a la calidad. Cada cosa teníamos que pedirlas 3 veces!. Fue una pena porque lo esperábamos y nos decepcionaron. Es caro. No lo vale."	"Malo"
"comment_id_300086"	"Decepcion total. El pato parecía de goma. La atencion muy desprolija, los postres regulares y de porciones pequeñas, las entradas estaban bien. Caro para lo que ofrece. Fuimos dos parejas y ninguno salió contento.  Totalmente Olvidable."	"Malo"
"comment_id_300122"	"Correcto pero nada  espectacular ni diferente , es bastante clásico y la atencion correcta."	"Buena"
"comment_id_300128"	"Fui a almorzar, la atención es genial,el restauran tiene muy buena onda, la musica muy amena para el ambiente."	"Excelente"
"comment_id_300128"	"La comida espectacular, comimos sushi tabla de nigiris rolls y makis por 60 muy fresco todo con muy buen gusto, adicional disfrutamos como postre Chesse cake clásico con salsa de frutos rojos Delicioso, Muy buen lugar para recomendar."	"Excelente"
"comment_id_300136"	"Se vende como un lugar italiano y para mi cumple como tal."	"Muy buena"
"comment_id_300136"	"Tiene una atención aceptable y pintoresca. En lo pintoresco esta el detalle del menu en una pizarra. En lo aceptable lo correcto de los mosos y en los tiempos de atención."	"Muy buena"
"comment_id_300136"	"La comida estaba realmente exquisita. Los tres platos que pedimos bien logrados, abundantes y exactamente como nos esperábamos que fueran."	"Muy buena"
"comment_id_300136"	"Los postres también de buen nivel y muy ricos."	"Muy buena"
"comment_id_300136"	"Buena selección de vinos y ambiente agradable y confortable."	"Muy buena"
"comment_id_300136"	"Lo recomiendo para ir a cenar absolutamente"	"Muy buena"
"comment_id_300158"	"Excelente!!"	"Excelente"
"comment_id_300160"	"es un gran restaurante,es verdad que es muy caro, pero, los platos son muy sabrosos y abundantes, el lugar es grande, iluminado y calido, y el servicio es exelente. la primera impresion al ver la carta fue \"que caro que es\" pero el mozo nos fue aconsejando, que pidamos poco porque muchos platos son para compartir, aparte, sino nos va a costar mucho y va a sobrar mucho tambien, nos aconsejo un vino acorde a los platos, y como no lo conociamos, fue y consiguio una copa para que degustemos antes de pedirlo."	"Muy buena"
"comment_id_300160"	"mas que para una cita de a 2, es recomendable para ir en familia."	"Muy buena"
"comment_id_300180"	"Esta bueno pero nada del otro mundo, es mas la onda que tiene que la comida o lugar en sí. Comí en el patio, que es muy lindo pero al pasar por el salon el olor a comida es demasiado intenso."	"Buena"
"comment_id_300180"	"Se puede ir si uno busca onda, ahora si es atención gastronomía y demas... no vuelvo."	"Buena"
"comment_id_300196"	"Vamos a menudo y nunca salimos insastisfechos. Los mozos de oficio,  muy buena atención. El lugar cuidado y bien aseado. Se paga servicio de mesa que bien lo vale, nos recibieron con daikiri de durazno, panera surtida con grisines y pan de pizza. La mila napolitana un encanto y para compartir por lo grande, al igual que los postres, las copas heladas super recomendables, ricas y frescas. En otras ocasiones comimos rabas, excelentes. Siempre volvemos. SE RECOMIENDA! "	"Excelente"
"comment_id_300214"	"Caro, buena comida, carta de vinos muy buena, atencion desbordada, ambiente bullisioso para lo que se paga uno pretenderia un ambiente mas acojedor."	"Excelente"
"comment_id_300216"	"Siempre volvemos, la propuesta es muy buena y siempre hay cosas nuevas. La comida siempre genial (recomiendo el pato ahumado y los ravioles de molleja). La atención es siempre dedicada y se nota que saben lo que hacen. La carta de vinos es corta pero con cosas muy interesantes. Un lugar distinto en buenos aires, como en casa."	"Excelente"
"comment_id_300356"	"La verdad que me habian comentado que era muy buena, pizza cara 86 pesos una muzzarela (casi sin nada ) y la salsa repesada."	"Malo"
"comment_id_30038"	"Bar/Cantina con buena comida, sin demasiadas pretenciones.  La atención es de regular a mala, todo tarda una eternidad."	"Muy buena"
"comment_id_300430"	"Malo el sushi, piezas rotas, sabores mal combinados, pescado poco fresco. ¡No vuelvo ni con el descuento del 50%! Imagina si era a precio entero!"	"Malo"
"comment_id_30044"	"Pedimos una picada para dos y el mozo nos recomendó que probáramos con la de uno. Fue muy buen consejo porque no la pudimos terminar. Enorme, muy variada y con todo fresco. Voy a volver."	"Excelente"
"comment_id_300492"	"Muy buen lugar, cálida recepción y excelente atención, siempre sonrientes y amables. Te ven siempre cuando los llamás aunque estén lejos. Pedimos sushi y estuvo muy bueno, vamos a volver mas veces! Música ambiental media monótona tipo boliche pero pasable, si fuera mas variada estaría bueno. Utilizamos el cupón de descuento."	"Excelente"
"comment_id_30054"	"Muy buena onda del lugar y la gente.  "	"Excelente"
"comment_id_300600"	"Lugar pequeño, ruidoso, con un sólo mozo para todas las mesas el día que fuimos. Porciones bastante chicas, de las que te dejan con hambre, especialmente teniendo en cuenta que no son económicas."	"Muy buena"
"comment_id_300600"	"Lo bueno: platos creativos, fuera de lo de lo habitual en las cartas porteñas. No es que fuera nada de otro planeta, pero cada plato tenía algún toque de originalidad (o excentricidad)."	"Muy buena"
"comment_id_300600"	"El lugar tiene una decoración rústica: mesas sin mantel, pizarras con los platos escritos en tiza en lugar de menúes."	"Muy buena"
"comment_id_300600"	"No me arrepiento d ehaber idode haber ido para conocer, pero no volvería.   "	"Muy buena"
"comment_id_300658"	"Hermoso lugar !!! Excelente la calidad de los platos que hemos pedido: degustacion 4 causas, tiradito Rosita y tiradito Kon sorpresa. Pisco de maracuya WAW !!!! y el suspiro limeno de postre (atencion de la casa) muy bueno. La atencion de Martin fue excelente. Super recomendable y volveremos con amigos para que prueben...."	"Excelente"
"comment_id_30068"	"Fonda de barrio, nada más."	"Excelente"
"comment_id_30068"	"Todo lo que pedí estuvo bien preparado y sin pretensiones. Si bien esta en Belgrano R, no deja de ser un lugar para comerse una buena milanesa y punto. "	"Excelente"
"comment_id_300680"	"La atención es un desastre, no tenés un mozo fijo asignado sino que te atiende cualquiera que enganchás por ahí. El lugar es incómodo, oscuro y ruidoso. Fuimos un viernes y había músicos en vivo, con el volumen altísimo, por lo cual encima se hacía imposible mantener una charla en la mesa."	"Malo"
"comment_id_300680"	"A mi amiga que fue conmigo le trajeron mal la salsa de su plato. Yo pedí la lasaña, y la carne picada de la boloñesa era super grasosa."	"Malo"
"comment_id_300680"	"Cuando estábamos terminando el postre cayó otra amiga que estaba por la zona y no le quisieron traer una silla para agregar a la mesa porque \"obstruía el paso\"; nos fuimos!"	"Malo"
"comment_id_300698"	"Típico restaurante pensado, ante todo, para turistas: el servicio y la comida mejoran visiblemente si el cliente es extranjero. La carne está bien, pero como suele estarlo en muchas parrillas en Argentina (!): nada especial. Los precios son comparativamente altos para lo que se ofrece. Es lindo el local. "	"Buena"
"comment_id_300716"	"Excente... sigan asi..."	"Excelente"
"comment_id_300722"	"La magia de Guido´s Bar en un lugar mas \"cool\"y con menos ruido.  Sin embargo, la tradición y el respeto por lo simple no cambian. Un antipasto y un risotto es el plan perfecto para dos. Recomendable."	"Excelente"
"comment_id_300724"	"Ideal para ir a la barra y pedirse porciones de lo que van sacando del horno (a leña). La de cancha, un himno a la magia de lo diferente. Las empanadas fritas también están muy buenas. Voy desde chico y seguiré yendo hasta que venga la parca."	"Muy buena"
"comment_id_300730"	"La comida no es lo que era la Parolaccia de los 90´s. Para peor, los mozos no están bien formados y cometen errores imperdonables para un resto que resulta muy caro para lo que te ofrece (fuimos cuatro y trajeron tres platos juntos y el mío casi media hora después). Lo único rescatable es que las mesas están bien separadas y se puede conversar tranquilo."	"Malo"
"comment_id_300730"	"Los productos utilizados (aceites, salsas, pastas) me resultaron cualunques. "	"Malo"
"comment_id_300740"	"Fuimos Viernes a la Noche a las 21hs, no tuvimos espera. A la media hora se lleno y habia que esperar. La carne la verdad muy muy buena. Sale $150, incluye ensalada y papas fritas libres. Agua c/ y s/ gas libre + 1 gaseosa de litro por persona o botella 3/4 de vino por persona y postre. Lo unico q no estaba muy bien era la tira de asado y no tenian entraña ni mollejas. Matambrito, vacio, picanha, costillita, carre, verd asadas, de todo y muy rico. Recomendable para grupos grandes, amigos, trabajo etc. Es un poco ruidoso cuando se llena. vale la pena!"	"Muy buena"
"comment_id_300790"	"Lamentablemente acudo cada tanto porque el lugar le gusta a un grupo de amigos. Mi impresión del otro día es la misma de las últimas veces que fui. El lugar es excesivamente ruidoso, sin que parezcan preocuparse en algo por mejorarlo. Te demoran la atención para que te atores de papas fritas y pan, una vez que te llenaste te ofrecen lo que pidas. El parrillero parece no encontrarle el punto a la carne, o suela de zapato o cruda."	"Malo"
"comment_id_300798"	"Todo muy fresco y sabroso. Los platos, bien elaborados. Aunque los platos no fueron excesivamente abundantes, resultaron suficientes y la panera y el postre de la casa completaron lo necesario para salir con el estómago satisfecho (no pedimos ninguna entrada). El clima, muy agradable. Nos sentamos en las mesas de la calle que estaban muy bien calefaccionadas en una noche fresca. Tiene un aire a bodegón de barrio, pero los platos, la carta de vinos y la buena atención (y los precios un poquito también) lo elevan de categoría. Viendo el conjunto.... volveré."	"Muy buena"
"comment_id_300816"	"Los dueños deberían hacer algo con el tema mozas, la nuestra fue un papelón desde que llegamos hasta que nos fuimos, arruino nuestra salida, desastre, inadecuada,  no tenia idea de su trabajo, imposible relatarlo acá por lo largo de la cadena de errores.  No vuelvo jamas y si no reaccionan, esta chica les seguirá ahuyentando gente. Lo mejor es la ubicación y el local, encima el tiradito de salmón tenia espinas, que se me clavaron, el cocinero no es profesional. un bajón."	"Malo"
"comment_id_300850"	"Excelente comida, buen servicio y atento. Sabores realmente que te dejan satisfecho. Caro,pero de primera calidad."	"Excelente"
"comment_id_300872"	"El lugar esta muy bien ambientado, y la comida es muy exquisita, una carta/pizarra con poquitos platos pero muy bien hechos. Un lugar muy lindo para ir a tomar un rico vino con tu pareja y comer delicias todo con un aire francés alrededor."	"Muy buena"
"comment_id_300886"	"La primera vez que vamos y nos gustó mucho. Muy lindo ambiente y muy buena atención. El pescado era fresco y bien presentado. El sushi estaba bien, un poco mucho de arroz. La pasamos bien y volveremos."	"Muy buena"
